CITY,CUS_CUST_ID_BUY,GENDER,RANGO_EDAD,TARJETAS,ESTADO
ramos mejia,4296454,male,00. Sin Dato,Credit Card,buenos aires
caba,152284903,female,06.Entre 41 y 55 años,Debit Card,capital federal
caba,133296892,female,06.Entre 41 y 55 años,Credit Card,capital federal
cordoba,427314982,male,04.Entre 31 y 35 años,Credit Card,cordoba
temperley,58953061,female,06.Entre 41 y 55 años,Debit Card,buenos aires
gral. jose de san martin,335086609,male,04.Entre 31 y 35 años,Account Money,salta
san rafael,223305773,male,03.Entre 26 y 30 años,Account Money,mendoza
zarate . b.vipermun,202227018,male,03.Entre 26 y 30 años,Debit Card,buenos aires
juan jose castelli,265413283,male,03.Entre 26 y 30 años,Debit Card,chaco
crespo,19638652,female,06.Entre 41 y 55 años,Account Money,gran buenos aires
la matanza - villa luzuriaga,351300212,female,02.Entre 18 y 25 años,Account Money,buenos aires
almagro,130037894,female,05.Entre 36 y 40 años,Debit Card,capital federal
la plata,12252633,female,00. Sin Dato,Credit Card,buenos aires
despeñaderos,165244164,female,03.Entre 26 y 30 años,Account Money,cordoba
longchamps,188057396,Unknown,02.Entre 18 y 25 años,Account Money,buenos aires
capital federal,264827911,male,03.Entre 26 y 30 años,Account Money,capital federal
hurlingham,178710628,female,05.Entre 36 y 40 años,Credit Card,buenos aires
avellaneda,189591745,Unknown,04.Entre 31 y 35 años,Account Money,buenos aires
cordoba,314271011,female,06.Entre 41 y 55 años,Account Money,cordoba
lanus oeste,151725698,male,04.Entre 31 y 35 años,Credit Card,buenos aires
cordoba,210692892,female,08.Mayor de 65 años,Credit Card,cordoba
lomas del mirador,51508884,Unknown,05.Entre 36 y 40 años,Credit Card,buenos aires
buenos aires,58740211,female,05.Entre 36 y 40 años,Credit Card,capital federal
jose marmol,69696671,male,06.Entre 41 y 55 años,Credit Card,buenos aires
santa fe,286840410,male,03.Entre 26 y 30 años,Credit Card,santa fe
lomas de zamora,157595636,male,00. Sin Dato,Account Money,buenos aires
buenos aires,239615504,female,03.Entre 26 y 30 años,Debit Card,capital federal
catriel,178705530,male,05.Entre 36 y 40 años,Credit Card,rio negro
caba,435625043,male,08.Mayor de 65 años,Credit Card,capital federal
capital federal,232091984,female,00. Sin Dato,Credit Card,capital federal
hurlingham,174045038,male,04.Entre 31 y 35 años,Debit Card,buenos aires
capital federal,94441166,male,04.Entre 31 y 35 años,Credit Card,capital federal
campana,67627995,female,03.Entre 26 y 30 años,Debit Card,buenos aires
darregueira,326849426,male,00. Sin Dato,Debit Card,buenos aires
rio cuarto,207924133,male,04.Entre 31 y 35 años,Credit Card,cordoba
boulogne,293100204,female,06.Entre 41 y 55 años,Credit Card,buenos aires
congreso,104806098,female,04.Entre 31 y 35 años,Credit Card,capital federal
la tablada,306371827,male,02.Entre 18 y 25 años,Debit Card,buenos aires
,127096503,female,06.Entre 41 y 55 años,Credit Card,cordoba
,63628952,male,00. Sin Dato,Account Money,buenos aires
gualeguaychu,315281248,male,02.Entre 18 y 25 años,Credit Card,entre rios
resistencia,224493542,male,03.Entre 26 y 30 años,Credit Card,chaco
villa devoto,286550869,female,06.Entre 41 y 55 años,Credit Card,capital federal
villa carlos paz,361010484,female,05.Entre 36 y 40 años,Account Money,cordoba
,59346867,male,03.Entre 26 y 30 años,Credit Card,cordoba
bahia blanca,107925553,female,06.Entre 41 y 55 años,Debit Card,buenos aires
martinez,419828246,female,05.Entre 36 y 40 años,Credit Card,buenos aires
mar del plata,228329914,male,04.Entre 31 y 35 años,Debit Card,buenos aires
la boca,94833483,female,05.Entre 36 y 40 años,Credit Card,capital federal
florencio varela,172712504,female,03.Entre 26 y 30 años,Debit Card,buenos aires
,92669655,male,04.Entre 31 y 35 años,Credit Card,buenos aires
san telmo,69414754,female,00. Sin Dato,Debit Card,buenos aires
buenos aires,32821735,female,00. Sin Dato,Account Money,capital federal
rio seco,173557630,male,05.Entre 36 y 40 años,Account Money,tucuman
tigre,7867616,male,06.Entre 41 y 55 años,Credit Card,buenos aires
buenos aires,267779885,female,03.Entre 26 y 30 años,Debit Card,buenos aires
jose clemente paz,59428618,male,05.Entre 36 y 40 años,Debit Card,buenos aires
caba,106866233,female,06.Entre 41 y 55 años,Credit Card,capital federal
alejandro korn,194295959,female,02.Entre 18 y 25 años,Debit Card,buenos aires
caba,171975988,female,05.Entre 36 y 40 años,Credit Card,capital federal
san salvador de jujuy,170307053,Unknown,02.Entre 18 y 25 años,Account Money,jujuy
comodoro rivadavia,147295020,female,03.Entre 26 y 30 años,Debit Card,capital federal
versalles,56869842,female,06.Entre 41 y 55 años,Credit Card,capital federal
alejandro korn,205524781,female,05.Entre 36 y 40 años,Account Money,buenos aires
temperley,80647429,male,04.Entre 31 y 35 años,Credit Card,buenos aires
ciudad madero,35677602,female,03.Entre 26 y 30 años,Debit Card,buenos aires
once,145772127,male,00. Sin Dato,Credit Card,capital federal
moreno,51224740,male,06.Entre 41 y 55 años,Debit Card,buenos aires
lanus este,79949655,female,05.Entre 36 y 40 años,Credit Card,buenos aires
general alvear,314631131,female,04.Entre 31 y 35 años,Credit Card,mendoza
caba,56446668,male,06.Entre 41 y 55 años,Account Money,capital federal
termas de rio hondo,299481475,female,07.Entre 56 y 65 años,Account Money,santiago del estero
banfield,240915982,male,02.Entre 18 y 25 años,Debit Card,buenos aires
capital,702420,male,05.Entre 36 y 40 años,Account Money,salta
la matanzq,215233871,male,06.Entre 41 y 55 años,Account Money,buenos aires
san luis,183200238,male,00. Sin Dato,Account Money,san luis
corrientesarazaty,192190512,male,05.Entre 36 y 40 años,Account Money,corrientes
sarandi,239389337,male,06.Entre 41 y 55 años,Debit Card,buenos aires
,11100550,female,05.Entre 36 y 40 años,Debit Card,capital federal
caba,46705663,male,06.Entre 41 y 55 años,Credit Card,capital federal
caba,37199290,male,06.Entre 41 y 55 años,Credit Card,capital federal
general galarza,158396329,male,04.Entre 31 y 35 años,Debit Card,santa fe
la plata,167364865,male,03.Entre 26 y 30 años,Credit Card,chubut
,161160150,male,06.Entre 41 y 55 años,Account Money,rio negro
rosario,146866811,female,04.Entre 31 y 35 años,Debit Card,santa fe
avellaneda,167267795,male,07.Entre 56 y 65 años,Account Money,buenos aires
belgrano,83508434,female,02.Entre 18 y 25 años,Debit Card,capital federal
rio gallegos,206026011,male,08.Mayor de 65 años,Credit Card,mendoza
puerto madero,38462223,male,05.Entre 36 y 40 años,Debit Card,buenos aires
avellaneda,59222130,female,04.Entre 31 y 35 años,Credit Card,buenos aires
recoleta,137365145,female,06.Entre 41 y 55 años,Credit Card,capital federal
,1443012,male,05.Entre 36 y 40 años,Debit Card,capital federal
saavedra,65355250,male,06.Entre 41 y 55 años,Credit Card,capital federal
el talar,150691929,female,00. Sin Dato,Debit Card,buenos aires
moreno,223083949,female,03.Entre 26 y 30 años,Credit Card,buenos aires
neuquen,326467652,male,03.Entre 26 y 30 años,Account Money,neuquen
formosa,400478384,male,06.Entre 41 y 55 años,Account Money,formosa
capital federal,45107326,male,03.Entre 26 y 30 años,Credit Card,capital federal
quilmes,332118910,male,03.Entre 26 y 30 años,Credit Card,buenos aires
moreno,171064182,female,03.Entre 26 y 30 años,Debit Card,buenos aires
victoria,188090693,male,00. Sin Dato,Credit Card,buenos aires
longchamps,240030848,male,04.Entre 31 y 35 años,Credit Card,buenos aires
guaymallen,156352973,male,02.Entre 18 y 25 años,Account Money,mendoza
salta,391275830,male,07.Entre 56 y 65 años,Account Money,salta
general acha,1144758,male,04.Entre 31 y 35 años,Debit Card,salta
colegiales,4486201,male,05.Entre 36 y 40 años,Credit Card,capital federal
cutral co,333594487,female,02.Entre 18 y 25 años,Account Money,neuquen
olavarria,393717455,Unknown,02.Entre 18 y 25 años,Credit Card,buenos aires
gualeguaychu,30090967,male,06.Entre 41 y 55 años,Debit Card,entre rios
santo tome,161400650,female,06.Entre 41 y 55 años,Credit Card,corrientes
san martin,119187041,female,06.Entre 41 y 55 años,Credit Card,buenos aires
cordoba,339144031,male,02.Entre 18 y 25 años,Ticket,cordoba
plottier,229722686,female,03.Entre 26 y 30 años,Credit Card,neuquen
boulogne sur mer,35134181,female,04.Entre 31 y 35 años,Credit Card,gran buenos aires
puerto madryn,58600220,female,04.Entre 31 y 35 años,Credit Card,chubut
"glew, buenos aires",86899780,female,05.Entre 36 y 40 años,Credit Card,buenos aires
merlo,50763335,male,06.Entre 41 y 55 años,Credit Card,buenos aires
monte,339803162,male,02.Entre 18 y 25 años,Credit Card,buenos aires
grand bourg,153617357,female,05.Entre 36 y 40 años,Account Money,buenos aires
salta,84480028,male,04.Entre 31 y 35 años,Credit Card,salta
ciudad autonoma de buenos aires,27571972,male,03.Entre 26 y 30 años,Debit Card,capital federal
martinez,31573360,female,06.Entre 41 y 55 años,Account Money,capital federal
gregorio de laferrere,101749716,male,04.Entre 31 y 35 años,Debit Card,buenos aires
capital federal,59455601,male,06.Entre 41 y 55 años,Account Money,capital federal
arrecifes,172838219,male,00. Sin Dato,Credit Card,capital federal
glew,327509880,male,00. Sin Dato,Ticket,buenos aires
buenos aires,339228697,Unknown,00. Sin Dato,Account Money,capital federal
resistencia,164016526,female,02.Entre 18 y 25 años,Ticket,chaco
boulogne,445360641,female,04.Entre 31 y 35 años,Account Money,buenos aires
sierra de los padres,237680575,male,02.Entre 18 y 25 años,Credit Card,buenos aires
quilmes,273481696,male,00. Sin Dato,Account Money,buenos aires
ciudad evita,82805913,male,00. Sin Dato,Account Money,buenos aires
tres de febrero,346423688,male,02.Entre 18 y 25 años,Debit Card,buenos aires
"victoria, san fernando",164544476,male,05.Entre 36 y 40 años,Credit Card,buenos aires
ensenada,103239613,male,03.Entre 26 y 30 años,Account Money,buenos aires
parque patricios,186511419,female,02.Entre 18 y 25 años,Credit Card,capital federal
,79386694,female,05.Entre 36 y 40 años,Credit Card,capital federal
puerto madero,28787719,male,04.Entre 31 y 35 años,Credit Card,capital federal
formosa,410043279,male,03.Entre 26 y 30 años,Account Money,formosa
,163495739,male,02.Entre 18 y 25 años,Account Money,cordoba
lanus monte chingolo,134717928,male,02.Entre 18 y 25 años,Debit Card,buenos aires
,2050837,male,06.Entre 41 y 55 años,Credit Card,santa fe
capital federal,86323504,female,06.Entre 41 y 55 años,Credit Card,capital federal
garin,297025961,male,02.Entre 18 y 25 años,Account Money,buenos aires
santa fe,281553438,male,07.Entre 56 y 65 años,Account Money,santa fe
mar del plata,238198937,male,02.Entre 18 y 25 años,Credit Card,buenos aires
chos malal,271062579,female,03.Entre 26 y 30 años,Ticket,neuquen
merlo,26866454,male,04.Entre 31 y 35 años,Debit Card,buenos aires
capital federal,86619390,male,07.Entre 56 y 65 años,Account Money,capital federal
"olivos, vicente lopez",199400532,male,03.Entre 26 y 30 años,Credit Card,buenos aires
villa devoto,76137019,female,06.Entre 41 y 55 años,Credit Card,buenos aires
,25362933,male,04.Entre 31 y 35 años,Debit Card,salta
villa crespo,148980349,male,00. Sin Dato,Account Money,capital federal
belgrano,35613633,male,06.Entre 41 y 55 años,Credit Card,buenos aires
caba,226039778,female,04.Entre 31 y 35 años,Credit Card,capital federal
san martin,180581731,female,00. Sin Dato,Debit Card,buenos aires
caba,16020880,female,02.Entre 18 y 25 años,Credit Card,capital federal
formosa,40500296,male,05.Entre 36 y 40 años,Account Money,formosa
lomas de zamora,186891914,female,03.Entre 26 y 30 años,Debit Card,buenos aires
mar del plata,75385983,male,06.Entre 41 y 55 años,Debit Card,buenos aires
san miguel,127415862,female,03.Entre 26 y 30 años,Debit Card,buenos aires
barrio parque - palermo chico,20854990,male,05.Entre 36 y 40 años,Account Money,buenos aires
villa dolores barrio tradicion,262134888,male,03.Entre 26 y 30 años,Credit Card,cordoba
caba,352611271,male,02.Entre 18 y 25 años,Account Money,buenos aires
san isidro,152062101,male,04.Entre 31 y 35 años,Credit Card,buenos aires
,95298766,male,04.Entre 31 y 35 años,Account Money,cordoba
capital federal,108864727,male,04.Entre 31 y 35 años,Credit Card,capital federal
quimili,121655731,male,06.Entre 41 y 55 años,Credit Card,capital federal
ituzaingo,171269797,female,06.Entre 41 y 55 años,Account Money,buenos aires
soldati,185925256,male,02.Entre 18 y 25 años,Debit Card,capital federal
la plata,41519120,female,03.Entre 26 y 30 años,Account Money,buenos aires
la plata,155741299,male,03.Entre 26 y 30 años,Debit Card,buenos aires
bahia blanca,82481847,female,05.Entre 36 y 40 años,Debit Card,buenos aires
mar del plata,91114956,female,05.Entre 36 y 40 años,Credit Card,buenos aires
florencio varela,350419627,female,06.Entre 41 y 55 años,Account Money,buenos aires
senillosa,279500435,male,02.Entre 18 y 25 años,Credit Card,neuquen
luis guillon,75827425,male,03.Entre 26 y 30 años,Credit Card,buenos aires
,95102371,male,05.Entre 36 y 40 años,Account Money,misiones
san luis,411202948,female,02.Entre 18 y 25 años,Debit Card,san luis
caballito,63460411,male,06.Entre 41 y 55 años,Debit Card,capital federal
buena esperanza,435404586,female,04.Entre 31 y 35 años,Account Money,san luis
quilmes oeste,79434557,male,06.Entre 41 y 55 años,Credit Card,capital federal
banfield,128426465,male,05.Entre 36 y 40 años,Credit Card,buenos aires
temperley,80484579,female,05.Entre 36 y 40 años,Credit Card,buenos aires
parque chacabuco,184850928,female,02.Entre 18 y 25 años,Credit Card,capital federal
los polvorines,390148768,female,00. Sin Dato,Account Money,buenos aires
almirante brown,172066246,male,07.Entre 56 y 65 años,Debit Card,buenos aires
la matanza,126605892,male,03.Entre 26 y 30 años,Credit Card,buenos aires
san miguel de tucuman,332790944,female,02.Entre 18 y 25 años,Account Money,entre rios
bariloche,44314383,male,05.Entre 36 y 40 años,Account Money,gran buenos aires
lagunaalsina,40624118,male,06.Entre 41 y 55 años,Credit Card,buenos aires
la plata,152214269,male,02.Entre 18 y 25 años,Credit Card,buenos aires
san luis,136575205,male,03.Entre 26 y 30 años,Debit Card,san luis
santiago del estero,136169100,female,03.Entre 26 y 30 años,Account Money,capital federal
centro,44666448,female,05.Entre 36 y 40 años,Account Money,capital federal
caba,280195351,Unknown,00. Sin Dato,Ticket,capital federal
chimbas,354035382,male,06.Entre 41 y 55 años,Account Money,san juan
rafael castillo,57187647,male,06.Entre 41 y 55 años,Credit Card,buenos aires
quilmes,52174739,male,06.Entre 41 y 55 años,Credit Card,buenos aires
ranelagh,126646676,male,06.Entre 41 y 55 años,Account Money,buenos aires
pilar,144749923,male,07.Entre 56 y 65 años,Credit Card,buenos aires
salto encantado - a. del valle,294798917,male,02.Entre 18 y 25 años,Debit Card,misiones
san miguel,209555125,female,04.Entre 31 y 35 años,Credit Card,buenos aires
guaymallen rodeo de la cruz b escorihuela,252051076,Unknown,02.Entre 18 y 25 años,Account Money,mendoza
eldorado,133025516,male,06.Entre 41 y 55 años,Debit Card,misiones
santa teresita,299823567,male,02.Entre 18 y 25 años,Account Money,buenos aires
parana,158894768,female,04.Entre 31 y 35 años,Ticket,cordoba
guaymallen,347491532,female,03.Entre 26 y 30 años,Credit Card,buenos aires
caba,150765993,female,03.Entre 26 y 30 años,Debit Card,buenos aires
san luis,89686134,male,07.Entre 56 y 65 años,Credit Card,san luis
buenos aires,42539431,female,05.Entre 36 y 40 años,Credit Card,capital federal
avellaneda,178852045,female,02.Entre 18 y 25 años,Credit Card,buenos aires
san benito,178070667,female,06.Entre 41 y 55 años,Account Money,entre rios
moreno,48325536,male,03.Entre 26 y 30 años,Debit Card,gran buenos aires
tigre,13066046,male,06.Entre 41 y 55 años,Debit Card,buenos aires
lomas de zamora,30241785,female,04.Entre 31 y 35 años,Debit Card,capital federal
ciudad autonoma de buenos aires,92416570,female,06.Entre 41 y 55 años,Account Money,buenos aires
moreno,150359865,male,02.Entre 18 y 25 años,Debit Card,buenos aires
salta,151277278,male,06.Entre 41 y 55 años,Account Money,salta
alumine,29056813,female,07.Entre 56 y 65 años,Debit Card,neuquen
lujan,130162879,male,02.Entre 18 y 25 años,Credit Card,buenos aires
villa constitucion,133164165,female,02.Entre 18 y 25 años,Ticket,santa fe
caba,346357048,female,04.Entre 31 y 35 años,Credit Card,capital federal
avellaneda  crucecita,293376396,male,02.Entre 18 y 25 años,Ticket,buenos aires
esquina,176845422,male,02.Entre 18 y 25 años,Account Money,corrientes
